site,type,time,image,class,id,mouseClass,mouseId,x,y,keys,scroll,height
www.amazon.com,eye,7,0.jpg,,,,,512,256,,0,5412
www.amazon.com,freeze,7,0.jpg,,,,,0,0,,0,5412
www.amazon.com,eye,7,0.jpg,,,,,512,256,,0,5412
www.amazon.com,eye,8,0.jpg,,,,,512,256,,0,5412
www.amazon.com,freeze,8,0.jpg,,,,,0,0,,0,5412
www.amazon.com,eye,8,0.jpg,,,,,512,256,,0,5412
www.amazon.com,eye,8,0.jpg,,,,,512,256,,0,5412
www.amazon.com,eye,8,1.2.jpg,,,,,512,256,,0,5412
www.amazon.com,freeze,8,1.2.jpg,,,,,0,0,,0,5412
www.amazon.com,eye,8,1.2.jpg,,,,,512,256,,0,5412
www.amazon.com,freeze,9,1.2.jpg,,,,,0,0,,0,5412
www.amazon.com,eye,9,1.2.jpg,,,,,512,256,,0,5412
www.amazon.com,eye,9,1.2.jpg,,,,,512,256,,0,5412
www.amazon.com,freeze,9,1.2.jpg,,,,,0,0,,0,5412
www.amazon.com,eye,9,1.2.jpg,,,,,512,256,,0,5412
www.amazon.com,move,9,1.2.jpg,a-section a-spacing-none glow-toaster-body,glow-toaster-body,a-section a-spacing-none glow-toaster-body,glow-toaster-body,400,116,,0,5412
www.amazon.com,move,9,1.2.jpg,a-size-base,,a-size-base,,398,125,,0,5412
www.amazon.com,move,9,1.2.jpg,a-section a-spacing-none glow-toaster-body,glow-toaster-body,a-section a-spacing-none glow-toaster-body,glow-toaster-body,393,139,,0,5412
www.amazon.com,move,9,1.2.jpg,glow-toaster-footer,,glow-toaster-footer,,391,160,,0,5412
www.amazon.com,move,9,1.2.jpg,glow-toaster-footer,,glow-toaster-footer,,390,170,,0,5412
www.amazon.com,eye,9,1.2.jpg,glow-toaster-footer,,glow-toaster-footer,,512,256,,0,5412
www.amazon.com,move,9,2.1999999999999997.jpg,glow-toaster-footer,,glow-toaster-footer,,386,190,,0,5412
www.amazon.com,move,9,2.1999999999999997.jpg,glow-toaster-footer,,glow-toaster-footer,,382,196,,0,5412
www.amazon.com,move,9,2.1999999999999997.jpg,glow-toaster-footer,,glow-toaster-footer,,389,182,,0,5412
www.amazon.com,move,9,2.1999999999999997.jpg,a-button-input,,a-button-input,,380,197,,0,5412
www.amazon.com,move,9,2.1999999999999997.jpg,a-button-input,,a-button-input,,378,197,,0,5412
www.amazon.com,move,9,2.1999999999999997.jpg,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,373,199,,0,5412
www.amazon.com,move,9,2.1999999999999997.jpg,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,360,201,,0,5412
www.amazon.com,move,9,2.1999999999999997.jpg,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,354,201,,0,5412
www.amazon.com,eye,9,2.1999999999999997.jpg,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,512,256,,0,5412
www.amazon.com,move,10,2.4.jpg,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,354,199,,0,5412
www.amazon.com,move,10,2.4.jpg,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,353,199,,0,5412
www.amazon.com,move,10,2.4.jpg,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,a-section glow-toaster glow-toaster-theme-default glow-toaster-slot-default nav-coreFlyout nav-flyout,,354,200,,0,5412
www.amazon.com,move,10,2.4.jpg,a-button a-spacing-top-base a-button-base glow-toaster-button glow-toaster-button-dismiss,,a-button a-spacing-top-base a-button-base glow-toaster-button glow-toaster-button-dismiss,,353,198,,0,5412
www.amazon.com,move,10,2.4.jpg,a-button-input,,a-button-input,,353,197,,0,5412
www.amazon.com,move,10,2.4.jpg,a-button-input,,a-button-input,,352,195,,0,5412
www.amazon.com,eye,10,2.4.jpg,a-button-input,,a-button-input,,512,256,,0,5412
www.amazon.com,move,10,2.4.jpg,a-button-input,,a-button-input,,348,192,,0,5412
www.amazon.com,move,10,2.4.jpg,a-button-input,,a-button-input,,348,191,,0,5412
www.amazon.com,move,10,2.6.jpg,a-button-input,,a-button-input,,348,190,,0,5412
www.amazon.com,move,10,2.6.jpg,a-button-input,,a-button-input,,347,190,,0,5412
www.amazon.com,eye,10,2.6.jpg,a-button-input,,a-button-input,,512,256,,0,5412
www.amazon.com,freeze,10,2.6.jpg,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,347,190,,0,5412
www.amazon.com,eye,10,2.6.jpg,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,512,256,,0,5412
www.amazon.com,eye,10,2.6.jpg,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,512,256,,0,5412
www.amazon.com,freeze,10,2.6.jpg,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,347,190,,0,5412
www.amazon.com,eye,10,2.6.jpg,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,512,256,,0,5412
www.amazon.com,eye,11,2.6.jpg,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,512,256,,0,5412
www.amazon.com,freeze,11,2.6.jpg,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,347,190,,0,5412
www.amazon.com,eye,11,2.6.jpg,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,512,256,,0,5412
www.amazon.com,eye,11,2.6.jpg,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,"_cropped-image-link_style_fluidLandscapeImage__3eTVC 
 _cropped-image-link_style_fluidImage__iJ3aE",,512,256,,0,5412
